id,X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
6747,23.1,46.03,Balsa,Hunedoara,HD,361,Vest
6748,23.08,46.06,Almasu Mic de Munte,Hunedoara,HD,128,Vest
6749,23.15,46.02,Ardeu,Hunedoara,HD,74,Vest
6750,23.03,46.07,Bunesti,Hunedoara,HD,10,Vest
6751,23.07,46.03,Galbina,Hunedoara,HD,52,Vest
6752,23.14,45.99,Mada,Hunedoara,HD,135,Vest
6753,23.02,46.09,Oprisesti,Hunedoara,HD,69,Vest
6754,23.06,46.09,Poiana,Hunedoara,HD,164,Vest
6755,23.03,46.1,Poienita,Hunedoara,HD,99,Vest
6756,23.07,46.01,Rosia,Hunedoara,HD,17,Vest
6757,23.11,46,Stauini,Hunedoara,HD,113,Vest
6758,23.07,46.09,Techereu,Hunedoara,HD,94,Vest
6759,23,46.06,Valisoara,Hunedoara,HD,137,Vest
6760,23.05,46.04,Voia,Hunedoara,HD,190,Vest
6761,23.16,45.47,Baru,Hunedoara,HD,1333,Vest
6762,23.13,45.49,Livadia,Hunedoara,HD,820,Vest
6763,23.18,45.48,Petros,Hunedoara,HD,902,Vest
6764,23.13,45.47,Valea Lupului,Hunedoara,HD,289,Vest
6765,23.01,45.8,Bacia,Hunedoara,HD,625,Vest
6766,23.03,45.79,Petreni,Hunedoara,HD,515,Vest
6767,23.01,45.83,Tampa,Hunedoara,HD,699,Vest
6768,23.05,45.81,Totia,Hunedoara,HD,129,Vest
6769,22.89,46.03,Baita,Hunedoara,HD,477,Vest
6770,22.9,46.01,Barbura,Hunedoara,HD,200,Vest
6771,22.89,46.05,Cainelu de Sus,Hunedoara,HD,542,Vest
6772,22.87,46.01,Craciunesti,Hunedoara,HD,309,Vest
6773,22.88,46,Fizes,Hunedoara,HD,212,Vest
6774,22.92,46.05,Hartagani,Hunedoara,HD,1101,Vest
6775,22.87,45.98,Lunca,Hunedoara,HD,369,Vest
6776,22.86,46.05,Ormindea,Hunedoara,HD,691,Vest
6777,22.85,46.03,Pestera,Hunedoara,HD,104,Vest
6778,22.92,46.03,Saliste,Hunedoara,HD,338,Vest
6779,22.93,46.02,Trestia,Hunedoara,HD,377,Vest
6780,22.59,45.79,Batrana,Hunedoara,HD,170,Vest
6781,22.61,45.82,Fata Rosie,Hunedoara,HD,46,Vest
6782,22.58,45.81,Piatra,Hunedoara,HD,27,Vest
6783,22.58,45.82,Rachitaua,Hunedoara,HD,35,Vest
6784,23.19,45.79,Beriu,Hunedoara,HD,625,Vest
6785,23.21,45.81,Castau,Hunedoara,HD,1202,Vest
6786,23.28,45.77,Cucuis,Hunedoara,HD,183,Vest
6787,23.32,45.68,Magureni,Hunedoara,HD,21,Vest
6788,23.19,45.76,Orastioara de Jos,Hunedoara,HD,372,Vest
6789,23.22,45.76,Poieni,Hunedoara,HD,46,Vest
6790,23.18,45.78,Sereca,Hunedoara,HD,191,Vest
6791,23.26,45.75,Sibisel,Hunedoara,HD,838,Vest
6792,22.91,46.21,Blajeni,Hunedoara,HD,429,Vest
6793,22.94,46.24,Blajeni-Vulcan,Hunedoara,HD,297,Vest
6794,22.9,46.25,Cris,Hunedoara,HD,347,Vest
6795,22.87,46.3,Dragu-Brad,Hunedoara,HD,13,Vest
6796,22.94,46.29,Grosuri,Hunedoara,HD,237,Vest
6797,22.91,46.23,Plai,Hunedoara,HD,230,Vest
6798,22.88,46.27,Ret,Hunedoara,HD,192,Vest
6799,22.88,46.24,Salatruc,Hunedoara,HD,175,Vest
6800,23.09,45.68,Bosorod,Hunedoara,HD,854,Vest
6801,23.16,45.61,Alun,Hunedoara,HD,130,Vest
6802,23.11,45.68,Bobaia,Hunedoara,HD,165,Vest
6803,23.07,45.71,Chitid,Hunedoara,HD,651,Vest
6804,23.14,45.59,Cioclovina,Hunedoara,HD,73,Vest
6805,23.12,45.62,Luncani,Hunedoara,HD,89,Vest
6806,23.21,45.62,Prihodiste,Hunedoara,HD,47,Vest
6807,23.09,45.61,Ursici,Hunedoara,HD,151,Vest
6808,23.17,45.63,Tarsa,Hunedoara,HD,282,Vest
6809,22.77,45.92,Branisca,Hunedoara,HD,700,Vest
6810,22.75,45.95,Boz,Hunedoara,HD,535,Vest
6811,22.73,46.02,Barastii Iliei,Hunedoara,HD,44,Vest
6812,22.76,46,Cabesti,Hunedoara,HD,36,Vest
6813,22.79,46,Gialacuta,Hunedoara,HD,30,Vest
6814,22.76,46.01,Furcsoara,Hunedoara,HD,48,Vest
6815,22.79,45.93,Rovina,Hunedoara,HD,219,Vest
6816,22.78,45.97,Tarnava,Hunedoara,HD,232,Vest
6817,22.77,45.95,Tarnavita,Hunedoara,HD,171,Vest
6818,23.02,45.66,Bretea Romana,Hunedoara,HD,301,Vest
6819,23.02,45.7,Batalar,Hunedoara,HD,242,Vest
6820,23.02,45.61,Bercu,Hunedoara,HD,22,Vest
6821,23,45.66,Bretea Streiului,Hunedoara,HD,282,Vest
6822,23.02,45.62,Covragiu,Hunedoara,HD,191,Vest
6823,23.04,45.63,Gantaga,Hunedoara,HD,358,Vest
6824,22.98,45.67,Maceu,Hunedoara,HD,401,Vest
6825,22.95,45.69,Ocolisu Mare,Hunedoara,HD,270,Vest
6826,23.01,45.64,Plopi,Hunedoara,HD,302,Vest
6827,23,45.7,Rusi,Hunedoara,HD,252,Vest
6828,23.05,45.67,Valcele,Hunedoara,HD,274,Vest
6829,23.05,45.66,Valcelele Bune,Hunedoara,HD,493,Vest
6830,23.06,45.68,Valceluta,Hunedoara,HD,31,Vest
6831,22.94,46.19,Buces,Hunedoara,HD,230,Vest
6832,22.97,46.22,Buces-Vulcan,Hunedoara,HD,317,Vest
6833,23.01,46.19,Dupapiatra,Hunedoara,HD,359,Vest
6834,22.99,46.2,Grohotele,Hunedoara,HD,306,Vest
6835,22.9,46.18,Mihaileni,Hunedoara,HD,573,Vest
6836,22.98,46.17,Stanija,Hunedoara,HD,520,Vest
6837,23.05,46.18,Tarnita,Hunedoara,HD,481,Vest
6838,22.9,46.13,Bucuresci,Hunedoara,HD,773,Vest
6839,22.97,46.1,Curechiu,Hunedoara,HD,493,Vest
6840,22.93,46.14,Merisor,Hunedoara,HD,152,Vest
6841,22.92,46.16,Rovina,Hunedoara,HD,250,Vest
6842,22.93,46.1,Sesuri,Hunedoara,HD,532,Vest
6843,22.76,46.3,Bulzestii de Sus,Hunedoara,HD,79,Vest
6844,22.74,46.27,Bulzestii de Jos,Hunedoara,HD,105,Vest
6845,22.75,46.32,Giurgesti,Hunedoara,HD,63,Vest
6846,22.77,46.25,Grohot,Hunedoara,HD,67,Vest
6847,22.78,46.3,Paulesti,Hunedoara,HD,100,Vest
6848,22.77,46.32,Rusesti,Hunedoara,HD,45,Vest
6849,22.73,46.29,Stanculesti,Hunedoara,HD,40,Vest
6850,22.88,46.32,Ticera,Hunedoara,HD,13,Vest
6851,22.8,46.28,Tomnatec,Hunedoara,HD,50,Vest
6852,22.68,45.7,Bunila,Hunedoara,HD,111,Vest
6853,22.69,45.71,Alun,Hunedoara,HD,52,Vest
6854,22.67,45.68,Cernisoara Florese,Hunedoara,HD,251,Vest
6855,22.71,45.7,Poienita Voinii,Hunedoara,HD,185,Vest
6856,22.55,45.69,Vadu Dobrii,Hunedoara,HD,65,Vest
6857,22.49,45.95,Burjuc,Hunedoara,HD,189,Vest
6858,22.53,45.99,Bradatel,Hunedoara,HD,177,Vest
6859,22.48,45.98,Glodghilesti,Hunedoara,HD,243,Vest
6860,22.52,46.01,Petresti,Hunedoara,HD,72,Vest
6861,22.51,45.95,Tatarasti,Hunedoara,HD,202,Vest
6862,22.47,45.95,Tisa,Hunedoara,HD,188,Vest
6863,22.71,45.78,Cerbal,Hunedoara,HD,167,Vest
6864,22.74,45.79,Aranies,Hunedoara,HD,64,Vest
6865,22.65,45.79,Feregi,Hunedoara,HD,124,Vest
6866,22.67,45.82,Merisoru de Munte,Hunedoara,HD,51,Vest
6867,22.68,45.8,Poienita Tomii,Hunedoara,HD,127,Vest
6868,22.57,45.74,Poiana Rachitelii,Hunedoara,HD,219,Vest
6869,22.67,45.78,Socet,Hunedoara,HD,112,Vest
6870,22.75,45.79,Ulm,Hunedoara,HD,54,Vest
6871,22.97,45.97,Certeju de Sus,Hunedoara,HD,1795,Vest
6872,23.02,46,Bocsa Mare,Hunedoara,HD,33,Vest
6873,23.01,45.99,Bocsa Mica,Hunedoara,HD,121,Vest
6874,22.99,45.99,Hondol,Hunedoara,HD,598,Vest
6875,22.94,45.98,Magura-Toplita,Hunedoara,HD,178,Vest
6876,22.99,45.96,Nojag,Hunedoara,HD,349,Vest
6877,23.04,45.97,Sacaramb,Hunedoara,HD,242,Vest
6878,22.92,45.97,Toplita Muresului,Hunedoara,HD,113,Vest
6879,23.01,45.94,Varmaga,Hunedoara,HD,473,Vest
6880,22.8,45.58,Densus,Hunedoara,HD,440,Vest
6881,22.72,45.57,Criva,Hunedoara,HD,58,Vest
6882,22.84,45.58,Hatagel,Hunedoara,HD,301,Vest
6883,22.82,45.55,Pesteana,Hunedoara,HD,545,Vest
6884,22.81,45.55,Pestenita,Hunedoara,HD,348,Vest
6885,22.72,45.54,Poieni,Hunedoara,HD,142,Vest
6886,22.73,45.58,Stei,Hunedoara,HD,299,Vest
6887,22.57,45.91,Dobra,Hunedoara,HD,1562,Vest
6888,22.54,45.91,Abucea,Hunedoara,HD,57,Vest
6889,22.62,45.88,Bujoru,Hunedoara,HD,112,Vest
6890,22.59,45.88,Fagetel,Hunedoara,HD,41,Vest
6891,22.62,45.91,Lapusnic,Hunedoara,HD,486,Vest
6892,22.56,45.88,Mihaiesti,Hunedoara,HD,320,Vest
6893,22.52,45.86,Panc,Hunedoara,HD,206,Vest
6894,22.52,45.87,Panc-Saliste,Hunedoara,HD,101,Vest
6895,22.63,45.88,Radulesti,Hunedoara,HD,156,Vest
6896,22.56,45.87,Roscani,Hunedoara,HD,458,Vest
6897,22.65,45.88,Stancesti,Hunedoara,HD,124,Vest
6898,22.67,45.88,Stancesti-Ohaba,Hunedoara,HD,54,Vest
6899,22.58,45.93,Stretea,Hunedoara,HD,66,Vest
6900,23.2,45.92,Geoagiu,Hunedoara,HD,3095,Vest
6901,23.28,45.91,Aurel Vlaicu,Hunedoara,HD,914,Vest
6902,23.18,46.02,Bacaia,Hunedoara,HD,30,Vest
6903,23.17,45.98,Bozes,Hunedoara,HD,266,Vest
6904,23.17,45.9,Cigmau,Hunedoara,HD,145,Vest
6905,23.23,45.9,Gelmar,Hunedoara,HD,496,Vest
6906,23.16,45.94,Geoagiu-Bai,Hunedoara,HD,627,Vest
6907,23.25,45.94,Homorod,Hunedoara,HD,472,Vest
6908,23.2,45.99,Mermezeu-Valeni,Hunedoara,HD,31,Vest
6909,23.14,45.96,Renghet,Hunedoara,HD,356,Vest
6910,23.22,45.99,Valeni,Hunedoara,HD,95,Vest
6911,22.59,45.95,Gurasada,Hunedoara,HD,441,Vest
6912,22.6,46,Boiu de Jos,Hunedoara,HD,80,Vest
6913,22.59,46.02,Boiu de Sus,Hunedoara,HD,180,Vest
6914,22.62,46.02,Carmazanesti,Hunedoara,HD,159,Vest
6915,22.55,45.96,Campuri de Sus,Hunedoara,HD,157,Vest
6916,22.55,45.94,Campuri-Surduc,Hunedoara,HD,376,Vest
6917,22.6,46.05,Danulesti,Hunedoara,HD,85,Vest
6918,22.61,45.95,Gothatea,Hunedoara,HD,281,Vest
6919,22.57,45.99,Runcsor,Hunedoara,HD,97,Vest
6920,22.62,45.96,Ulies,Hunedoara,HD,103,Vest
6921,22.58,46,Vica,Hunedoara,HD,80,Vest
6922,22.96,45.9,Harau,Hunedoara,HD,613,Vest
6923,23.01,45.9,Banpotoc,Hunedoara,HD,541,Vest
6924,22.96,45.93,Barsau,Hunedoara,HD,529,Vest
6925,22.99,45.89,Chimindia,Hunedoara,HD,369,Vest
6926,22.66,45.93,Ilia,Hunedoara,HD,1800,Vest
6927,22.67,45.96,Bacea,Hunedoara,HD,370,Vest
6928,22.71,45.94,Bretea Muresana,Hunedoara,HD,662,Vest
6929,22.65,45.92,Braznic,Hunedoara,HD,285,Vest
6930,22.64,45.96,Cuies,Hunedoara,HD,91,Vest
6931,22.7,45.89,Dumbravita,Hunedoara,HD,66,Vest
6932,22.67,45.92,Sacamas,Hunedoara,HD,235,Vest
6933,22.71,45.96,Sarbi,Hunedoara,HD,503,Vest
6934,22.69,45.99,Valea Lunga,Hunedoara,HD,186,Vest
6935,22.48,45.89,Lapugiu de Jos,Hunedoara,HD,158,Vest
6936,22.41,45.88,Bastea,Hunedoara,HD,5,Vest
6937,22.42,45.89,Cosesti,Hunedoara,HD,87,Vest
6938,22.44,45.91,Fintoag,Hunedoara,HD,275,Vest
6939,22.5,45.91,Grind,Hunedoara,HD,68,Vest
6940,22.39,45.89,Holdea,Hunedoara,HD,73,Vest
6941,22.48,45.85,Lapugiu de Sus,Hunedoara,HD,548,Vest
6942,22.5,45.92,Lasau,Hunedoara,HD,203,Vest
6943,22.45,45.89,Ohaba,Hunedoara,HD,198,Vest
6944,22.5,45.9,Teiu,Hunedoara,HD,217,Vest
6945,22.7,45.73,Lelese,Hunedoara,HD,203,Vest
6946,22.75,45.75,Cerisor,Hunedoara,HD,179,Vest
6947,22.64,45.74,Runcu Mare,Hunedoara,HD,186,Vest
6948,22.67,45.73,Sohodol,Hunedoara,HD,67,Vest
6949,22.62,45.64,Lunca Cernii de Jos,Hunedoara,HD,225,Vest
6950,22.58,45.66,Ciumita,Hunedoara,HD,4,Vest
6951,22.59,45.67,Fantana,Hunedoara,HD,50,Vest
6952,22.53,45.64,Gura Bordului,Hunedoara,HD,139,Vest
6953,22.58,45.64,Lunca Cernii de Sus,Hunedoara,HD,344,Vest
6954,22.63,45.66,Meria,Hunedoara,HD,350,Vest
6955,22.56,45.61,Negoiu,Hunedoara,HD,342,Vest
6956,22.57,45.62,Valea Babii,Hunedoara,HD,47,Vest
6957,22.79,46.08,Luncoiu de Jos,Hunedoara,HD,863,Vest
6958,22.81,46.05,Dudesti,Hunedoara,HD,117,Vest
6959,22.81,46.08,Luncoiu de Sus,Hunedoara,HD,523,Vest
6960,22.78,46.06,Podele,Hunedoara,HD,369,Vest
6961,22.76,46.08,Stejarel,Hunedoara,HD,326,Vest
6962,23.13,45.81,Martinesti,Hunedoara,HD,210,Vest
6963,23.12,45.76,Dancu Mare,Hunedoara,HD,326,Vest
6964,23.14,45.78,Dancu Mic,Hunedoara,HD,164,Vest
6965,23.08,45.8,Jeledinti,Hunedoara,HD,264,Vest
6966,23.08,45.78,Magura,Hunedoara,HD,46,Vest
6967,23.16,45.8,Tamasasa,Hunedoara,HD,132,Vest
6968,23.14,45.82,Turmas,Hunedoara,HD,81,Vest
6969,23.17,45.73,Orastioara de Sus,Hunedoara,HD,561,Vest
6970,23.18,45.74,Bucium,Hunedoara,HD,384,Vest
6971,23.17,45.7,Costesti,Hunedoara,HD,535,Vest
6972,23.2,45.68,Costesti-Deal,Hunedoara,HD,70,Vest
6973,23.22,45.63,Gradistea de Munte,Hunedoara,HD,238,Vest
6974,23.17,45.72,Ludestii de Jos,Hunedoara,HD,343,Vest
6975,23.22,45.7,Ludestii de Sus,Hunedoara,HD,45,Vest
6976,23.13,45.71,Ocolisu Mic,Hunedoara,HD,470,Vest
6977,22.89,45.8,Pestisu Mic,Hunedoara,HD,176,Vest
6978,22.89,45.82,Almasu Mic,Hunedoara,HD,88,Vest
6979,22.78,45.8,Ciulpaz,Hunedoara,HD,60,Vest
6980,22.77,45.81,Cutin,Hunedoara,HD,43,Vest
6981,22.79,45.8,Dumbrava,Hunedoara,HD,54,Vest
6982,22.86,45.8,Josani,Hunedoara,HD,198,Vest
6983,22.88,45.79,Manerau,Hunedoara,HD,283,Vest
6984,22.83,45.8,Nandru,Hunedoara,HD,230,Vest
6985,22.84,45.8,Valea Nandrului,Hunedoara,HD,169,Vest
6986,23.09,45.52,Pui,Hunedoara,HD,887,Vest
6987,23.01,45.54,Baiesti,Hunedoara,HD,311,Vest
6988,23.15,45.54,Federi,Hunedoara,HD,396,Vest
6989,23.09,45.54,Fizesti,Hunedoara,HD,523,Vest
6990,23.07,45.52,Galati,Hunedoara,HD,496,Vest
6991,23.08,45.47,Hobita,Hunedoara,HD,197,Vest
6992,23.14,45.53,Ohaba-Ponor,Hunedoara,HD,353,Vest
6993,23.13,45.51,Ponor,Hunedoara,HD,471,Vest
6994,23.09,45.48,Rau Barbat,Hunedoara,HD,220,Vest
6995,23.03,45.53,Rusor,Hunedoara,HD,332,Vest
6996,23.05,45.48,Serel,Hunedoara,HD,613,Vest
6997,23.09,45.46,Uric,Hunedoara,HD,307,Vest
6998,23.08,45.87,Rapoltu Mare,Hunedoara,HD,883,Vest
6999,23.13,45.88,Bobalna,Hunedoara,HD,529,Vest
7000,23.15,45.9,Boiu,Hunedoara,HD,207,Vest
7001,23.16,45.88,Folt,Hunedoara,HD,194,Vest
7002,23.06,45.88,Rapoltel,Hunedoara,HD,273,Vest
7003,22.75,45.6,Rachitova,Hunedoara,HD,699,Vest
7004,22.82,45.61,Boita,Hunedoara,HD,328,Vest
7005,22.82,45.59,Ciula Mare,Hunedoara,HD,239,Vest
7006,22.78,45.6,Ciula Mica,Hunedoara,HD,214,Vest
7007,22.67,45.61,Gotesti,Hunedoara,HD,10,Vest
7008,22.74,45.63,Mesteacan,Hunedoara,HD,25,Vest
7009,22.79,45.62,Valioara,Hunedoara,HD,328,Vest
7010,22.77,46.18,Ribita,Hunedoara,HD,610,Vest
7011,22.8,46.17,Crisan,Hunedoara,HD,555,Vest
7012,22.82,46.23,Dumbrava de Jos,Hunedoara,HD,321,Vest
7013,22.85,46.25,Dumbrava de Sus,Hunedoara,HD,141,Vest
7014,22.78,46.21,Ribicioara,Hunedoara,HD,79,Vest
7015,22.76,46.21,Uibaresti,Hunedoara,HD,140,Vest
7016,22.86,45.5,Rau de Mori,Hunedoara,HD,398,Vest
7017,22.84,45.49,Brazi,Hunedoara,HD,1277,Vest
7018,22.82,45.5,Clopotiva,Hunedoara,HD,888,Vest
7019,22.91,45.5,Ohaba-Sibisel,Hunedoara,HD,124,Vest
7020,22.85,45.53,Ostrov,Hunedoara,HD,413,Vest
7021,22.86,45.51,Ostrovel,Hunedoara,HD,197,Vest
7022,22.84,45.52,Ostrovu Mic,Hunedoara,HD,118,Vest
7023,22.9,45.51,Sibisel,Hunedoara,HD,270,Vest
7024,22.87,45.49,Suseni,Hunedoara,HD,219,Vest
7025,22.88,45.54,Unciuc,Hunedoara,HD,214,Vest
7026,22.89,45.51,Valea Daljii,Hunedoara,HD,284,Vest
7027,23.28,45.84,Romos,Hunedoara,HD,1261,Vest
7028,23.35,45.76,Ciungu Mare,Hunedoara,HD,166,Vest
7029,23.31,45.88,Pischinti,Hunedoara,HD,252,Vest
7030,23.31,45.81,Romosel,Hunedoara,HD,666,Vest
7031,23.3,45.87,Vaidei,Hunedoara,HD,718,Vest
7032,22.78,45.52,Sarmizegetusa,Hunedoara,HD,715,Vest
7033,22.79,45.53,Breazova,Hunedoara,HD,183,Vest
7034,22.79,45.5,Hobita-Gradiste,Hunedoara,HD,180,Vest
7035,22.75,45.51,Paucinesti,Hunedoara,HD,241,Vest
7036,22.73,45.5,Zeicani,Hunedoara,HD,225,Vest
7037,22.95,45.51,Salasu de Sus,Hunedoara,HD,689,Vest
7038,23,45.48,Coroiesti,Hunedoara,HD,285,Vest
7039,22.95,45.49,Malaiesti,Hunedoara,HD,169,Vest
7040,22.92,45.48,Nucsoara,Hunedoara,HD,420,Vest
7041,22.99,45.55,Ohaba de Sub Piatra,Hunedoara,HD,274,Vest
7042,22.97,45.5,Paros,Hunedoara,HD,416,Vest
7043,22.96,45.47,Pestera,Hunedoara,HD,70,Vest
7044,23.01,45.52,Rau Alb,Hunedoara,HD,222,Vest
7045,23.01,45.49,Rau Mic,Hunedoara,HD,170,Vest
7046,22.97,45.53,Salasu de Jos,Hunedoara,HD,316,Vest
7047,22.98,45.52,Zavoi,Hunedoara,HD,156,Vest
7048,22.97,45.59,Santamaria-Orlea,Hunedoara,HD,974,Vest
7049,23,45.59,Balomir,Hunedoara,HD,369,Vest
7050,22.94,45.57,Barastii Hategului,Hunedoara,HD,480,Vest
7051,23.01,45.6,Bucium-Orlea,Hunedoara,HD,211,Vest
7052,22.98,45.56,Ciopeia,Hunedoara,HD,464,Vest
7053,22.92,45.56,Sacel,Hunedoara,HD,515,Vest
7054,22.92,45.56,Sanpetru,Hunedoara,HD,304,Vest
7055,23,45.6,Subcetate,Hunedoara,HD,563,Vest
7056,22.94,45.59,Vadu,Hunedoara,HD,116,Vest
7057,22.88,45.92,Soimus,Hunedoara,HD,1095,Vest
7058,22.93,45.92,Balata,Hunedoara,HD,363,Vest
7059,22.92,45.95,Boholt,Hunedoara,HD,332,Vest
7060,22.85,45.94,Bejan,Hunedoara,HD,250,Vest
7061,22.82,45.94,Bejan-Tarnavita,Hunedoara,HD,5,Vest
7062,22.83,45.95,Cainelu de Jos,Hunedoara,HD,156,Vest
7063,22.88,45.96,Chiscadaga,Hunedoara,HD,398,Vest
7064,22.84,45.97,Fornadia,Hunedoara,HD,312,Vest
7065,22.86,45.94,Paulis,Hunedoara,HD,248,Vest
7066,22.8,45.98,Sulighete,Hunedoara,HD,343,Vest
7067,22.67,46.21,Tomesti,Hunedoara,HD,242,Vest
7068,22.68,46.25,Dobrot,Hunedoara,HD,179,Vest
7069,22.69,46.23,Leaut,Hunedoara,HD,103,Vest
7070,22.63,46.22,Livada,Hunedoara,HD,190,Vest
7071,22.67,46.26,Obarsa,Hunedoara,HD,277,Vest
7072,22.64,46.2,Steia,Hunedoara,HD,325,Vest
7073,22.68,46.22,Tiulesti,Hunedoara,HD,182,Vest
7074,22.7,46.21,Valea Mare de Cris,Hunedoara,HD,10,Vest
7075,22.79,45.69,Toplita,Hunedoara,HD,219,Vest
7076,22.82,45.65,Curpenii Silvasului,Hunedoara,HD,0,Vest
7077,22.82,45.68,Dealu Mic,Hunedoara,HD,62,Vest
7078,22.75,45.66,Dabaca,Hunedoara,HD,245,Vest
7079,22.76,45.68,Goles,Hunedoara,HD,15,Vest
7080,22.72,45.66,Hasdau,Hunedoara,HD,442,Vest
7081,22.8,45.65,Mosoru,Hunedoara,HD,3,Vest
7082,22.74,45.68,Valari,Hunedoara,HD,70,Vest
7083,22.89,45.58,Totesti,Hunedoara,HD,417,Vest
7084,22.87,45.55,Carnesti,Hunedoara,HD,560,Vest
7085,22.9,45.59,Copaci,Hunedoara,HD,5,Vest
7086,22.88,45.56,Paclisa,Hunedoara,HD,509,Vest
7087,22.91,45.58,Reea,Hunedoara,HD,374,Vest
7088,23.12,45.85,Turdas,Hunedoara,HD,513,Vest
7089,23.17,45.86,Pricaz,Hunedoara,HD,1141,Vest
7090,23.06,45.83,Rapas,Hunedoara,HD,55,Vest
7091,23.09,45.83,Spini,Hunedoara,HD,266,Vest
7092,22.89,45.61,General Berthelot,Hunedoara,HD,290,Vest
7093,22.9,45.63,Craguis,Hunedoara,HD,106,Vest
7094,22.87,45.61,Farcadin,Hunedoara,HD,248,Vest
7095,22.87,45.61,Livezi,Hunedoara,HD,132,Vest
7096,22.85,45.6,Tustea,Hunedoara,HD,305,Vest
7097,22.6,46.18,Vata de Jos,Hunedoara,HD,632,Vest
7098,22.59,46.19,Basarabasa,Hunedoara,HD,313,Vest
7099,22.64,46.17,Birtin,Hunedoara,HD,343,Vest
7100,22.61,46.2,Brotuna,Hunedoara,HD,312,Vest
7101,22.51,46.14,Cazanesti,Hunedoara,HD,281,Vest
7102,22.5,46.19,Ciungani,Hunedoara,HD,364,Vest
7103,22.57,46.21,Ociu,Hunedoara,HD,370,Vest
7104,22.56,46.22,Ocisor,Hunedoara,HD,290,Vest
7105,22.56,46.19,Pravaleni,Hunedoara,HD,414,Vest
7106,22.61,46.17,Prihodiste,Hunedoara,HD,303,Vest
7107,22.62,46.16,Tatarastii de Cris,Hunedoara,HD,191,Vest
7108,22.62,46.19,Tarnava de Cris,Hunedoara,HD,653,Vest
7109,22.57,46.17,Vata de Sus,Hunedoara,HD,415,Vest
7110,22.83,46.05,Valisoara,Hunedoara,HD,900,Vest
7111,22.8,46.04,Dealu Mare,Hunedoara,HD,287,Vest
7112,22.83,46,Salistioara,Hunedoara,HD,254,Vest
7113,22.84,46,Stoieneasa,Hunedoara,HD,98,Vest
7114,22.8,45.9,Vetel,Hunedoara,HD,791,Vest
7115,22.7,45.85,Boia Barzii,Hunedoara,HD,63,Vest
7116,22.82,45.88,Bretelin,Hunedoara,HD,44,Vest
7117,22.8,45.87,Caoi,Hunedoara,HD,11,Vest
7118,22.82,45.9,Herepeia,Hunedoara,HD,128,Vest
7119,22.74,45.91,Lesnic,Hunedoara,HD,502,Vest
7120,22.85,45.92,Mintia,Hunedoara,HD,807,Vest
7121,22.69,45.83,Muncelu Mare,Hunedoara,HD,94,Vest
7122,22.73,45.85,Muncelu Mic,Hunedoara,HD,350,Vest
7123,22.73,45.84,Runcu Mic,Hunedoara,HD,38,Vest
7124,22.67,46.02,Vorta,Hunedoara,HD,253,Vest
7125,22.65,46.01,Certeju de Jos,Hunedoara,HD,137,Vest
7126,22.65,46,Coaja,Hunedoara,HD,143,Vest
7127,22.71,46.01,Dumesti,Hunedoara,HD,24,Vest
7128,22.71,46.07,Luncsoara,Hunedoara,HD,74,Vest
7129,22.64,46.07,Valea Poienii,Hunedoara,HD,266,Vest
7130,22.67,46.07,Visca,Hunedoara,HD,483,Vest
7131,22.44,46.01,Zam,Hunedoara,HD,763,Vest
7132,22.43,46.09,Almasel,Hunedoara,HD,78,Vest
7133,22.52,46.06,Almas-Saliste,Hunedoara,HD,215,Vest
7134,22.58,46.08,Braseu,Hunedoara,HD,31,Vest
7135,22.45,46.04,Cerbia,Hunedoara,HD,152,Vest
7136,22.57,46.09,Deleni,Hunedoara,HD,31,Vest
7137,22.53,46.02,Godinesti,Hunedoara,HD,242,Vest
7138,22.48,46.07,Micanesti,Hunedoara,HD,146,Vest
7139,22.46,46.06,Poganesti,Hunedoara,HD,108,Vest
7140,22.4,45.99,Pojoga,Hunedoara,HD,352,Vest
7141,22.41,45.99,Salciva,Hunedoara,HD,212,Vest
7142,22.49,46.01,Tamasesti,Hunedoara,HD,112,Vest
7143,22.56,46.07,Valea,Hunedoara,HD,45,Vest
7144,27.34,44.2,Calarasi,Calarasi,CL,76952,Sud - Muntenia
7145,27.39,44.2,Modelu,Calarasi,CL,7839,Sud - Muntenia
7146,27.38,44.26,Radu Negru,Calarasi,CL,0,Sud - Muntenia
7147,27.36,44.27,Stoenesti,Calarasi,CL,0,Sud - Muntenia
7148,27.41,44.21,Tonea,Calarasi,CL,1683,Sud - Muntenia
7149,27.38,44.56,Slobozia,Ialomita,IL,52553,Sud - Muntenia
7150,27.4,44.56,Bora,Ialomita,IL,1580,Sud - Muntenia
7151,27.39,44.6,Slobozia Noua,Ialomita,IL,1915,Sud - Muntenia
7152,27.83,44.37,Fetesti,Ialomita,IL,8421,Sud - Muntenia
7153,27.79,44.36,Buliga,Ialomita,IL,1168,Sud - Muntenia
7154,27.83,44.42,Fetesti-Gara,Ialomita,IL,23789,Sud - Muntenia
7155,27.85,44.4,Vlasca,Ialomita,IL,1996,Sud - Muntenia
7156,27.65,44.64,Tandarei,Ialomita,IL,14212,Sud - Muntenia
7157,27.13,44.54,Albesti,Ialomita,IL,761,Sud - Muntenia
7158,27.15,44.53,Bataluri,Ialomita,IL,39,Sud - Muntenia
7159,27.19,44.54,Buesti,Ialomita,IL,1220,Sud - Muntenia
7160,27.09,44.54,Marsilieni,Ialomita,IL,702,Sud - Muntenia
