id,X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
7161,27.32,44.62,Amara,Ialomita,IL,7136,Sud - Muntenia
7162,27.35,44.62,Amara Noua,Ialomita,IL,0,Sud - Muntenia
7163,27.14,44.58,Andrasesti,Ialomita,IL,1841,Sud - Muntenia
7164,27.1,44.58,Orboesti,Ialomita,IL,458,Sud - Muntenia
7165,26.9,44.64,Balaciu,Ialomita,IL,1098,Sud - Muntenia
7166,26.9,44.6,Copuzu,Ialomita,IL,445,Sud - Muntenia
7167,26.88,44.6,Crasanii de Jos,Ialomita,IL,408,Sud - Muntenia
7168,26.85,44.6,Crasanii de Sus,Ialomita,IL,160,Sud - Muntenia
7169,26.93,44.63,Sarateni,Ialomita,IL,1415,Sud - Muntenia
7170,27.72,44.32,Borcea,Calarasi,CL,9982,Sud - Muntenia
7171,27.9,44.48,Bordusani,Ialomita,IL,4025,Sud - Muntenia
7172,27.9,44.46,Cegani,Ialomita,IL,1396,Sud - Muntenia
7173,27.49,44.61,Bucu,Ialomita,IL,2264,Sud - Muntenia
7174,27.57,44.61,Ograda,Ialomita,IL,2646,Sud - Muntenia
7175,27.02,44.63,Cazanesti,Ialomita,IL,3743,Sud - Muntenia
7176,27.07,44.2,Ciocanesti,Calarasi,CL,5232,Sud - Muntenia
7177,27.06,44.59,Ciochina,Ialomita,IL,1824,Sud - Muntenia
7178,27.04,44.56,Borduselu,Ialomita,IL,920,Sud - Muntenia
7179,26.99,44.58,Orezu,Ialomita,IL,705,Sud - Muntenia
7180,27,44.57,Piersica,Ialomita,IL,133,Sud - Muntenia
7181,27.34,44.54,Ciulnita,Ialomita,IL,955,Sud - Muntenia
7182,27.31,44.53,Ion Ghica,Ialomita,IL,352,Sud - Muntenia
7183,27.28,44.54,Ivanesti,Ialomita,IL,207,Sud - Muntenia
7184,27.26,44.55,Poiana,Ialomita,IL,866,Sud - Muntenia
7185,27.05,44.74,Cocora,Ialomita,IL,2447,Sud - Muntenia
7186,27.01,44.76,Colelia,Ialomita,IL,1428,Sud - Muntenia
7187,27.44,44.56,Cosambesti,Ialomita,IL,960,Sud - Muntenia
7188,27.48,44.56,Gimbasani,Ialomita,IL,942,Sud - Muntenia
7189,27.52,44.57,Marculesti,Ialomita,IL,1675,Sud - Muntenia
7190,27.25,44.27,Ceacu,Calarasi,CL,1469,Sud - Muntenia
7191,27.29,44.27,Calarasii Vechi,Calarasi,CL,773,Sud - Muntenia
7192,27.27,44.27,Cuza Voda,Calarasi,CL,1968,Sud - Muntenia
7193,27.54,44.23,Dichiseni,Calarasi,CL,481,Sud - Muntenia
7194,27.5,44.22,Coslogeni,Calarasi,CL,875,Sud - Muntenia
7195,27.5,44.27,Libertatea,Calarasi,CL,0,Sud - Muntenia
7196,27.55,44.23,Satnoeni,Calarasi,CL,574,Sud - Muntenia
7197,26.93,44.44,Dor Marunt,Calarasi,CL,3638,Sud - Muntenia
7198,27.07,44.44,Dalga,Calarasi,CL,937,Sud - Muntenia
7199,27.05,44.44,Dalga-Gara,Calarasi,CL,1179,Sud - Muntenia
7200,26.99,44.41,Infratirea,Calarasi,CL,437,Sud - Muntenia
7201,26.9,44.46,Ogoru,Calarasi,CL,440,Sud - Muntenia
7202,27.01,44.46,Pelinu,Calarasi,CL,167,Sud - Muntenia
7203,26.95,44.22,Dorobantu,Calarasi,CL,1743,Sud - Muntenia
7204,26.93,44.24,Bosneagu,Calarasi,CL,540,Sud - Muntenia
7205,26.97,44.21,Varasti,Calarasi,CL,1289,Sud - Muntenia
7206,27.33,44.43,Dragalina,Calarasi,CL,6317,Sud - Muntenia
7207,27.41,44.48,Constantin Brancoveanu,Calarasi,CL,1103,Sud - Muntenia
7208,27.38,44.42,Drajna Noua,Calarasi,CL,1422,Sud - Muntenia
7209,27.16,44.44,Dragos Voda,Calarasi,CL,2397,Sud - Muntenia
7210,27.14,44.43,Bogdana,Calarasi,CL,302,Sud - Muntenia
7211,27.16,44.48,Socoalele,Calarasi,CL,363,Sud - Muntenia
7212,27.89,44.56,Facaeni,Ialomita,IL,5369,Sud - Muntenia
7213,27.87,44.58,Progresu,Ialomita,IL,691,Sud - Muntenia
7214,27.18,44.61,Gheorghe Doja,Ialomita,IL,2989,Sud - Muntenia
7215,27.46,44.63,Gheorghe Lazar,Ialomita,IL,2461,Sud - Muntenia
7216,27.86,44.74,Giurgeni,Ialomita,IL,1690,Sud - Muntenia
7217,27.21,44.23,Gradistea,Calarasi,CL,2157,Sud - Muntenia
7218,27.11,44.21,Bogata,Calarasi,CL,735,Sud - Muntenia
7219,27.18,44.22,Cunesti,Calarasi,CL,986,Sud - Muntenia
7220,27.15,44.21,Rasa,Calarasi,CL,1269,Sud - Muntenia
7221,26.91,44.77,Grindu,Ialomita,IL,2418,Sud - Muntenia
7222,27.29,44.74,Grivita,Ialomita,IL,2851,Sud - Muntenia
7223,27.35,44.72,Smirna,Ialomita,IL,1228,Sud - Muntenia
7224,27.34,44.76,Traian,Ialomita,IL,3178,Sud - Muntenia
7225,27.16,44.28,Independenta,Calarasi,CL,2468,Sud - Muntenia
7226,27.13,44.26,Potcoava,Calarasi,CL,1045,Sud - Muntenia
7227,27.19,44.3,Visinii,Calarasi,CL,622,Sud - Muntenia
7228,27.63,44.29,Jegalia,Calarasi,CL,2253,Sud - Muntenia
7229,27.67,44.31,Galdau,Calarasi,CL,1665,Sud - Muntenia
7230,27.62,44.29,Iezeru,Calarasi,CL,1137,Sud - Muntenia
7231,26.82,44.48,Lehliu,Calarasi,CL,1913,Sud - Muntenia
7232,26.84,44.5,Sapunari,Calarasi,CL,1082,Sud - Muntenia
7233,26.86,44.44,Lehliu-Gara,Calarasi,CL,3864,Sud - Muntenia
7234,26.81,44.41,Buzoeni,Calarasi,CL,605,Sud - Muntenia
7235,26.88,44.42,Razvani,Calarasi,CL,2153,Sud - Muntenia
7236,26.9,44.41,Valea Seaca,Calarasi,CL,0,Sud - Muntenia
7237,26.91,44.39,Lupsanu,Calarasi,CL,704,Sud - Muntenia
7238,26.9,44.39,Nucetu,Calarasi,CL,796,Sud - Muntenia
7239,26.99,44.36,Plevna,Calarasi,CL,801,Sud - Muntenia
7240,26.93,44.39,Radu Voda,Calarasi,CL,1367,Sud - Muntenia
7241,27.01,44.37,Valea Rusului,Calarasi,CL,51,Sud - Muntenia
7242,27.71,44.68,Mihail Kogalniceanu,Ialomita,IL,3223,Sud - Muntenia
7243,27.75,44.72,Gura Ialomitei,Ialomita,IL,1372,Sud - Muntenia
7244,27.76,44.65,Hagieni,Ialomita,IL,42,Sud - Muntenia
7245,27.73,44.75,Luciu,Ialomita,IL,1490,Sud - Muntenia
7246,27.23,44.73,Milosesti,Ialomita,IL,2046,Sud - Muntenia
7247,27.21,44.76,Nicolesti,Ialomita,IL,519,Sud - Muntenia
7248,27.17,44.78,Tovarasia,Ialomita,IL,558,Sud - Muntenia
7249,27.72,44.54,Movila,Ialomita,IL,2251,Sud - Muntenia
7250,26.97,44.64,Munteni-Buzau,Ialomita,IL,3974,Sud - Muntenia
7251,27.08,44.29,Nicolae Balcescu,Calarasi,CL,1440,Sud - Muntenia
7252,27.09,44.27,Alexandru Odobescu,Calarasi,CL,1178,Sud - Muntenia
7253,27.11,44.26,Galatui,Calarasi,CL,438,Sud - Muntenia
7254,27.24,44.56,Perieti,Ialomita,IL,1255,Sud - Muntenia
7255,27.26,44.59,Fundata,Ialomita,IL,263,Sud - Muntenia
7256,27.21,44.57,Misleanu,Ialomita,IL,870,Sud - Muntenia
7257,27.3,44.57,Paltinisu,Ialomita,IL,560,Sud - Muntenia
7258,27.29,44.57,Stejaru,Ialomita,IL,389,Sud - Muntenia
7259,27.55,44.44,Perisoru,Calarasi,CL,4516,Sud - Muntenia
7260,27.5,44.42,Marculesti-Gara,Calarasi,CL,338,Sud - Muntenia
7261,27.46,44.44,Tudor Vladimirescu,Calarasi,CL,752,Sud - Muntenia
7262,27.1,44.71,Reviga,Ialomita,IL,1379,Sud - Muntenia
7263,27.11,44.66,Crunti,Ialomita,IL,721,Sud - Muntenia
7264,27.13,44.7,Mircea cel Batran,Ialomita,IL,255,Sud - Muntenia
7265,27.09,44.7,Rovine,Ialomita,IL,1214,Sud - Muntenia
7266,27.45,44.21,Roseti,Calarasi,CL,5866,Sud - Muntenia
7267,26.88,44.54,Salcioara,Ialomita,IL,1307,Sud - Muntenia
7268,26.92,44.54,Rasi,Ialomita,IL,1349,Sud - Muntenia
7269,27.64,44.6,Saveni,Ialomita,IL,3168,Sud - Muntenia
7270,27.6,44.61,Fratilesti,Ialomita,IL,518,Sud - Muntenia
7271,27.68,44.61,Lacusteni,Ialomita,IL,1005,Sud - Muntenia
7272,27.7,44.61,Platonesti,Ialomita,IL,995,Sud - Muntenia
7273,27.47,44.73,Scanteia,Ialomita,IL,3073,Sud - Muntenia
7274,27.42,44.73,Iazu,Ialomita,IL,1315,Sud - Muntenia
7275,26.87,44.64,Sfantu Gheorghe,Ialomita,IL,945,Sud - Muntenia
7276,26.84,44.65,Butoiu,Ialomita,IL,842,Sud - Muntenia
7277,26.82,44.65,Malu,Ialomita,IL,479,Sud - Muntenia
7278,27.88,44.41,Stelnica,Ialomita,IL,1631,Sud - Muntenia
7279,27.89,44.42,Maltezi,Ialomita,IL,431,Sud - Muntenia
7280,27.9,44.44,Retezatu,Ialomita,IL,33,Sud - Muntenia
7281,27.6,44.57,Suditi,Ialomita,IL,2009,Sud - Muntenia
7282,27.57,44.57,Gura Vaii,Ialomita,IL,311,Sud - Muntenia
7283,27.64,44.43,Stefan cel Mare,Calarasi,CL,3095,Sud - Muntenia
7284,27.33,44.33,Stefan Voda,Calarasi,CL,2631,Sud - Muntenia
7285,26.92,44.26,Ulmu,Calarasi,CL,1023,Sud - Muntenia
7286,26.92,44.27,Chirnogi,Calarasi,CL,202,Sud - Muntenia
7287,26.9,44.29,Faurei,Calarasi,CL,597,Sud - Muntenia
7288,26.94,44.32,Zimbru,Calarasi,CL,201,Sud - Muntenia
7289,27.6,44.26,Unirea,Calarasi,CL,2618,Sud - Muntenia
7290,27.57,44.24,Oltina,Calarasi,CL,496,Sud - Muntenia
7291,27.55,44.72,Valea Ciorii,Ialomita,IL,1064,Sud - Muntenia
7292,27.52,44.72,Bucsa,Ialomita,IL,179,Sud - Muntenia
7293,27.51,44.72,Dumitresti,Ialomita,IL,127,Sud - Muntenia
7294,27.58,44.71,Murgeanca,Ialomita,IL,463,Sud - Muntenia
7295,27.15,44.39,Valcelele,Calarasi,CL,1434,Sud - Muntenia
7296,27.18,44.36,Floroaica,Calarasi,CL,711,Sud - Muntenia
7297,27.1,44.34,Vlad Tepes,Calarasi,CL,1718,Sud - Muntenia
7298,27.07,44.35,Mihai Viteazu,Calarasi,CL,1025,Sud - Muntenia
7299,27.85,44.61,Vladeni,Ialomita,IL,2412,Sud - Muntenia
7300,27.58,47.16,Iasi,Iasi,IS,344425,Nord-Est
7301,27.63,47.07,Barnova,Iasi,IS,788,Nord-Est
7302,27.61,47.08,Cercu,Iasi,IS,266,Nord-Est
7303,27.66,47.1,Paun,Iasi,IS,726,Nord-Est
7304,27.64,47.08,Pietraria,Iasi,IS,463,Nord-Est
7305,27.61,47.07,Todirel,Iasi,IS,482,Nord-Est
7306,27.61,47.11,Visan,Iasi,IS,210,Nord-Est
7307,27.69,47.15,Holboca,Iasi,IS,2095,Nord-Est
7308,27.72,47.17,Cristesti,Iasi,IS,555,Nord-Est
7309,27.67,47.15,Dancu,Iasi,IS,6903,Nord-Est
7310,27.69,47.18,Orzeni,Iasi,IS,571,Nord-Est
7311,27.68,47.18,Rusenii Noi,Iasi,IS,323,Nord-Est
7312,27.67,47.2,Rusenii Vechi,Iasi,IS,431,Nord-Est
7313,27.65,47.19,Valea Lunga,Iasi,IS,245,Nord-Est
7314,27.51,47.22,Rediu,Iasi,IS,1084,Nord-Est
7315,27.52,47.21,Breazu,Iasi,IS,1082,Nord-Est
7316,27.46,47.26,Horlesti,Iasi,IS,244,Nord-Est
7317,27.46,47.23,Tautesti,Iasi,IS,959,Nord-Est
7318,27.5,47.18,Valea Lupului,Iasi,IS,2078,Nord-Est
7319,27.7,47.13,Tomesti,Iasi,IS,8886,Nord-Est
7320,27.75,47.11,Chicerea,Iasi,IS,879,Nord-Est
7321,27.72,47.1,Goruni,Iasi,IS,1142,Nord-Est
7322,27.66,47.13,Vladiceni,Iasi,IS,338,Nord-Est
7323,26.9,47.43,Harlau,Iasi,IS,8471,Nord-Est
7324,26.85,47.44,Parcovaci,Iasi,IS,3237,Nord-Est
7325,26.72,47.25,Pascani,Iasi,IS,35897,Nord-Est
7326,26.77,47.25,Blagesti,Iasi,IS,1385,Nord-Est
7327,26.69,47.23,Bosteni,Iasi,IS,1142,Nord-Est
7328,26.67,47.25,Gastesti,Iasi,IS,2761,Nord-Est
7329,26.74,47.28,Lunca,Iasi,IS,2452,Nord-Est
7330,26.69,47.22,Sodomeni,Iasi,IS,1263,Nord-Est
7331,27.01,47.21,Targu Frumos,Iasi,IS,13875,Nord-Est
7332,26.98,47.3,Bals,Iasi,IS,1187,Nord-Est
7333,26.98,47.26,Boureni,Iasi,IS,1425,Nord-Est
7334,27.02,47.2,Buznea,Iasi,IS,1214,Nord-Est
7335,26.93,47.32,Coasta Magurii,Iasi,IS,219,Nord-Est
7336,26.93,47.23,Costesti,Iasi,IS,1174,Nord-Est
7337,26.97,47.22,Dadesti,Iasi,IS,244,Nord-Est
7338,27.03,47.17,Ganesti,Iasi,IS,801,Nord-Est
7339,26.91,47.25,Giurgesti,Iasi,IS,535,Nord-Est
7340,27.05,47.2,Ion Neculce,Iasi,IS,184,Nord-Est
7341,27.07,47.21,Prigoreni,Iasi,IS,657,Nord-Est
7342,27.05,47.22,Razboieni,Iasi,IS,1200,Nord-Est
7343,26.86,47.13,Alexandru I. Cuza,Iasi,IS,727,Nord-Est
7344,26.84,47.16,Kogalniceni,Iasi,IS,357,Nord-Est
7345,26.88,47.12,Scheia,Iasi,IS,1306,Nord-Est
7346,26.83,47.17,Volintiresti,Iasi,IS,481,Nord-Est
7347,27.29,47.53,Andrieseni,Iasi,IS,1570,Nord-Est
7348,27.28,47.51,Buhaeni,Iasi,IS,469,Nord-Est
7349,27.26,47.52,Draganesti,Iasi,IS,144,Nord-Est
7350,27.32,47.51,Fantanele,Iasi,IS,366,Nord-Est
7351,27.27,47.55,Glavanesti,Iasi,IS,797,Nord-Est
7352,27.33,47.47,Iepureni,Iasi,IS,88,Nord-Est
7353,27.32,47.49,Spineni,Iasi,IS,603,Nord-Est
7354,27.61,47.2,Aroneanu,Iasi,IS,935,Nord-Est
7355,27.59,47.23,Dorobant,Iasi,IS,951,Nord-Est
7356,27.64,47.23,Rediu Aldei,Iasi,IS,343,Nord-Est
7357,27.59,47.21,Sorogani,Iasi,IS,147,Nord-Est
7358,27.13,47.22,Baltati,Iasi,IS,1513,Nord-Est
7359,27.16,47.22,Cotargaci,Iasi,IS,53,Nord-Est
7360,27.04,47.26,Filiasi,Iasi,IS,60,Nord-Est
7361,27.15,47.21,Madarjesti,Iasi,IS,860,Nord-Est
7362,27.07,47.26,Podisu,Iasi,IS,455,Nord-Est
7363,27.18,47.23,Sarca,Iasi,IS,881,Nord-Est
7364,27.1,47.24,Valea Oilor,Iasi,IS,711,Nord-Est
7365,27.1,47.31,Belcesti,Iasi,IS,4968,Nord-Est
7366,27.04,47.3,Liteni,Iasi,IS,1366,Nord-Est
7367,27.14,47.32,Munteni,Iasi,IS,1271,Nord-Est
7368,27.1,47.32,Satu Nou,Iasi,IS,1610,Nord-Est
7369,27.08,47.3,Tansa,Iasi,IS,1062,Nord-Est
7370,27.07,47.28,Ulmi,Iasi,IS,710,Nord-Est
7371,27.45,47.52,Bivolari,Iasi,IS,2254,Nord-Est
7372,27.4,47.55,Buruienesti,Iasi,IS,173,Nord-Est
7373,27.46,47.5,Solonet,Iasi,IS,449,Nord-Est
7374,27.41,47.57,Tabara,Iasi,IS,1010,Nord-Est
7375,27.42,47.5,Traian,Iasi,IS,168,Nord-Est
7376,27.77,47.22,Bosia,Iasi,IS,1615,Nord-Est
7377,27.71,47.21,Coada Stancii,Iasi,IS,503,Nord-Est
7378,27.72,47.19,Manzatesti,Iasi,IS,752,Nord-Est
7379,27.78,47.19,Ungheni,Iasi,IS,697,Nord-Est
7380,27.1,47.16,Braesti,Iasi,IS,1280,Nord-Est
7381,27.1,47.19,Albesti,Iasi,IS,403,Nord-Est
7382,27.07,47.12,Buda,Iasi,IS,242,Nord-Est
7383,27.08,47.16,Cristesti,Iasi,IS,1284,Nord-Est
7384,27.09,47.19,Rediu,Iasi,IS,258,Nord-Est
7385,26.94,47.07,Butea,Iasi,IS,3342,Nord-Est
7386,26.93,47.1,Miclauseni,Iasi,IS,555,Nord-Est
7387,26.96,47.38,Ceplenita,Iasi,IS,1434,Nord-Est
7388,26.92,47.38,Buhalnita,Iasi,IS,1686,Nord-Est
7389,26.89,47.38,Poiana Marului,Iasi,IS,1067,Nord-Est
7390,26.94,47.37,Zlodica,Iasi,IS,339,Nord-Est
7391,27.85,46.91,Ciortesti,Iasi,IS,1344,Nord-Est
7392,27.84,46.94,Coropceni,Iasi,IS,1223,Nord-Est
7393,27.83,46.92,Deleni,Iasi,IS,528,Nord-Est
7394,27.87,46.94,Rotaria,Iasi,IS,349,Nord-Est
7395,27.85,46.88,Serbesti,Iasi,IS,956,Nord-Est
7396,27.57,47.07,Ciurea,Iasi,IS,1933,Nord-Est
7397,27.57,47.03,Curaturi,Iasi,IS,274,Nord-Est
7398,27.55,47.08,Dumbrava,Iasi,IS,1165,Nord-Est
7399,27.58,47.11,Hlincea,Iasi,IS,164,Nord-Est
7400,27.56,47.1,Lunca Cetatuii,Iasi,IS,3386,Nord-Est
7401,27.58,47.04,Picioru Lupului,Iasi,IS,605,Nord-Est
7402,27.62,47.02,Slobozia,Iasi,IS,516,Nord-Est
7403,27.11,47.39,Coarnele Caprei,Iasi,IS,2186,Nord-Est
7404,27.11,47.4,Arama,Iasi,IS,685,Nord-Est
7405,27.07,47.42,Petrosica,Iasi,IS,141,Nord-Est
7406,27.8,47.09,Osoi,Iasi,IS,1647,Nord-Est
7407,27.78,47.06,Comarna,Iasi,IS,2213,Nord-Est
7408,27.75,47.06,Curagau,Iasi,IS,130,Nord-Est
7409,27.81,47.07,Stanca,Iasi,IS,160,Nord-Est
7410,27.86,47.03,Costuleni,Iasi,IS,1448,Nord-Est
7411,27.85,47,Covasna,Iasi,IS,1403,Nord-Est
7412,27.89,47,Cozia,Iasi,IS,1133,Nord-Est
7413,27.82,47.01,Hilita,Iasi,IS,765,Nord-Est
7414,26.94,47.35,Cotnari,Iasi,IS,1607,Nord-Est
7415,26.99,47.36,Bahluiu,Iasi,IS,344,Nord-Est
7416,26.85,47.37,Cireseni,Iasi,IS,260,Nord-Est
7417,26.91,47.34,Carjoaia,Iasi,IS,1854,Nord-Est
7418,26.85,47.38,Fagat,Iasi,IS,246,Nord-Est
7419,27.02,47.34,Hodora,Iasi,IS,1387,Nord-Est
7420,26.92,47.35,Horodistea,Iasi,IS,676,Nord-Est
7421,27,47.34,Iosupeni,Iasi,IS,129,Nord-Est
7422,26.89,47.37,Luparia,Iasi,IS,351,Nord-Est
7423,26.88,47.36,Valea Racului,Iasi,IS,357,Nord-Est
7424,26.84,47.38,Zbereni,Iasi,IS,317,Nord-Est
7425,27.99,46.88,Cozmesti,Iasi,IS,1630,Nord-Est
7426,28.03,46.85,Podolenii de Jos,Iasi,IS,334,Nord-Est
7427,28.02,46.86,Podolenii de Sus,Iasi,IS,1035,Nord-Est
7428,26.58,47.26,Cristesti,Iasi,IS,3525,Nord-Est
7429,26.59,47.3,Homita,Iasi,IS,424,Nord-Est
7430,26.94,47.28,Cucuteni,Iasi,IS,601,Nord-Est
7431,26.93,47.3,Baiceni,Iasi,IS,280,Nord-Est
7432,26.91,47.28,Barbatesti,Iasi,IS,165,Nord-Est
7433,26.94,47.26,Sacaresti,Iasi,IS,278,Nord-Est
7434,27.19,46.92,Dagata,Iasi,IS,1526,Nord-Est
7435,27.21,46.89,Balusesti,Iasi,IS,235,Nord-Est
7436,27.22,46.95,Boatca,Iasi,IS,266,Nord-Est
7437,27.17,46.96,Buzdug,Iasi,IS,82,Nord-Est
7438,27.21,46.95,Manastirea,Iasi,IS,1149,Nord-Est
7439,27.15,46.96,Piscu Rusului,Iasi,IS,406,Nord-Est
7440,27.21,46.96,Poienile,Iasi,IS,196,Nord-Est
7441,27.18,46.98,Tarnita,Iasi,IS,165,Nord-Est
7442,27.18,46.94,Zece Prajini,Iasi,IS,452,Nord-Est
7443,26.88,47.46,Deleni,Iasi,IS,3973,Nord-Est
7444,26.88,47.48,Feredeni,Iasi,IS,952,Nord-Est
7445,26.96,47.49,Leahu-Nacu,Iasi,IS,99,Nord-Est
7446,26.89,47.44,Maxut,Iasi,IS,2277,Nord-Est
7447,26.86,47.49,Poiana,Iasi,IS,1237,Nord-Est
7448,26.89,47.48,Slobozia,Iasi,IS,1136,Nord-Est
7449,27.72,46.96,Dobrovat,Iasi,IS,2589,Nord-Est
7450,27.9,46.88,Dolhesti,Iasi,IS,694,Nord-Est
7451,27.9,46.85,Bradicesti,Iasi,IS,1161,Nord-Est
7452,27.92,46.89,Pietris,Iasi,IS,818,Nord-Est
7453,27.34,47.17,Dumesti,Iasi,IS,1504,Nord-Est
7454,27.37,47.19,Banu,Iasi,IS,326,Nord-Est
7455,27.31,47.16,Chilisoaia,Iasi,IS,156,Nord-Est
7456,27.33,47.2,Hoisesti,Iasi,IS,854,Nord-Est
7457,27.33,47.16,Pausesti,Iasi,IS,1506,Nord-Est
7458,27.24,47.26,Erbiceni,Iasi,IS,2277,Nord-Est
7459,27.26,47.25,Barlesti,Iasi,IS,644,Nord-Est
7460,27.19,47.26,Spinoasa,Iasi,IS,268,Nord-Est
7461,27.26,47.24,Spranceana,Iasi,IS,327,Nord-Est
7462,27.29,47.25,Totoesti,Iasi,IS,1495,Nord-Est
7463,27.2,47.35,Focuri,Iasi,IS,3990,Nord-Est
7464,27.18,47.41,Fantanele,Iasi,IS,1853,Nord-Est
7465,27.7,47.24,Golaiesti,Iasi,IS,1518,Nord-Est
7466,27.75,47.25,Bran,Iasi,IS,1,Nord-Est
7467,27.68,47.26,Cilibiu,Iasi,IS,444,Nord-Est
7468,27.65,47.27,Cotu lui Ivan,Iasi,IS,406,Nord-Est
7469,27.67,47.27,Gradinari,Iasi,IS,307,Nord-Est
7470,27.68,47.29,Medeleni,Iasi,IS,124,Nord-Est
7471,27.72,47.29,Petresti,Iasi,IS,342,Nord-Est
7472,27.72,47.24,Podu Jijiei,Iasi,IS,235,Nord-Est
7473,28.08,46.88,Gorban,Iasi,IS,734,Nord-Est
7474,28.05,46.91,Gura Bohotin,Iasi,IS,419,Nord-Est
7475,28.08,46.86,Podu Hagiului,Iasi,IS,630,Nord-Est
7476,28.1,46.93,Scoposeni,Iasi,IS,644,Nord-Est
7477,28.04,46.93,Zberoaia,Iasi,IS,338,Nord-Est
7478,27.54,46.97,Grajduri,Iasi,IS,1418,Nord-Est
7479,27.52,46.99,Carbunari,Iasi,IS,321,Nord-Est
7480,27.55,46.94,Corcodel,Iasi,IS,16,Nord-Est
7481,27.57,46.95,Lunca,Iasi,IS,78,Nord-Est
7482,27.56,46.99,Padureni,Iasi,IS,387,Nord-Est
7483,27.61,46.99,Poiana cu Cetate,Iasi,IS,109,Nord-Est
7484,27.55,46.95,Valea Satului,Iasi,IS,520,Nord-Est
7485,27.27,47.36,Gropnita,Iasi,IS,423,Nord-Est
7486,27.25,47.36,Bulbucani,Iasi,IS,762,Nord-Est
7487,27.28,47.35,Forasti,Iasi,IS,515,Nord-Est
7488,27.3,47.35,Malaesti,Iasi,IS,459,Nord-Est
7489,27.25,47.4,Saveni,Iasi,IS,731,Nord-Est
7490,27.23,47.39,Sangeri,Iasi,IS,390,Nord-Est
7491,28.06,46.99,Grozesti,Iasi,IS,1161,Nord-Est
7492,28,47.03,Coltu Cornii,Iasi,IS,498,Nord-Est
7493,28.02,47.01,Salageni,Iasi,IS,87,Nord-Est
7494,26.81,47.09,Halaucesti,Iasi,IS,4967,Nord-Est
7495,26.81,47.12,Luncasi,Iasi,IS,969,Nord-Est
7496,26.88,47.2,Helesteni,Iasi,IS,740,Nord-Est
7497,26.87,47.19,Harmaneasa,Iasi,IS,762,Nord-Est
7498,26.9,47.2,Movileni,Iasi,IS,239,Nord-Est
7499,26.88,47.18,Oboroceni,Iasi,IS,859,Nord-Est
7500,27.38,47.1,Horlesti,Iasi,IS,1983,Nord-Est
7501,27.44,47.12,Bogdanesti,Iasi,IS,812,Nord-Est
7502,27.41,47.13,Scoposeni,Iasi,IS,304,Nord-Est
7503,27.44,46.92,Ipatele,Iasi,IS,749,Nord-Est
7504,27.44,46.88,Alexesti,Iasi,IS,44,Nord-Est
7505,27.46,46.92,Bacu,Iasi,IS,609,Nord-Est
7506,27.41,46.89,Cuza Voda,Iasi,IS,456,Nord-Est
7507,26.7,47.36,Lespezi,Iasi,IS,956,Nord-Est
7508,26.68,47.4,Buda,Iasi,IS,1130,Nord-Est
7509,26.68,47.32,Bursuc-Deal,Iasi,IS,821,Nord-Est
7510,26.7,47.31,Bursuc-Vale,Iasi,IS,180,Nord-Est
7511,26.72,47.35,Dumbrava,Iasi,IS,717,Nord-Est
7512,26.66,47.34,Heci,Iasi,IS,2254,Nord-Est
7513,27.41,47.2,Letcani,Iasi,IS,2732,Nord-Est
7514,27.43,47.21,Bogonos,Iasi,IS,872,Nord-Est
7515,27.39,47.17,Cogeasca,Iasi,IS,1788,Nord-Est
7516,27.42,47.15,Cucuteni,Iasi,IS,482,Nord-Est
7517,27.14,47.19,Lungani,Iasi,IS,915,Nord-Est
7518,27.17,47.17,Crucea,Iasi,IS,1333,Nord-Est
7519,27.14,47.16,Goesti,Iasi,IS,1160,Nord-Est
7520,27.18,47.19,Zmeu,Iasi,IS,1189,Nord-Est
7521,27.26,47.05,Madarjac,Iasi,IS,884,Nord-Est
7522,27.27,47.02,Bojila,Iasi,IS,255,Nord-Est
7523,27.3,47.06,Frumusica,Iasi,IS,326,Nord-Est
7524,26.85,47.07,Mircesti,Iasi,IS,1435,Nord-Est
7525,26.83,47.04,Iugani,Iasi,IS,2061,Nord-Est
7526,26.9,47.04,Izvoarele,Iasi,IS,1463,Nord-Est
7527,26.92,47.05,Rachiteni,Iasi,IS,1692,Nord-Est
7528,26.9,47.06,Ursaresti,Iasi,IS,160,Nord-Est
7529,27.43,46.97,Mironeasa,Iasi,IS,3514,Nord-Est
7530,27.44,47.01,Schitu Hadambului,Iasi,IS,81,Nord-Est
7531,27.41,47.02,Ursita,Iasi,IS,515,Nord-Est
7532,27.53,47.15,Miroslava,Iasi,IS,1287,Nord-Est
7533,27.53,47.14,Balciu,Iasi,IS,294,Nord-Est
7534,27.46,47.16,Bratuleni,Iasi,IS,246,Nord-Est
7535,27.54,47.1,Ciurbesti,Iasi,IS,669,Nord-Est
7536,27.51,47.11,Cornesti,Iasi,IS,497,Nord-Est
7537,27.53,47.11,Dancas,Iasi,IS,140,Nord-Est
7538,27.51,47.15,Gaureni,Iasi,IS,198,Nord-Est
7539,27.55,47.11,Horpaz,Iasi,IS,659,Nord-Est
7540,27.49,47.11,Proselnici,Iasi,IS,397,Nord-Est
7541,27.49,47.15,Uricani,Iasi,IS,669,Nord-Est
7542,27.56,47.13,Valea Adanca,Iasi,IS,213,Nord-Est
7543,27.49,47.14,Valea Ursului,Iasi,IS,85,Nord-Est
7544,27.46,47.14,Vorovesti,Iasi,IS,557,Nord-Est
